ra,dec,mag,pmra,pmdec,ci,spect,proper
18.297803,11.877755,7.05,0.16,-6.83,-0.07,B8,
18.298568,17.981313,7.4,13.59,35.49,1.327,M4,
18.299516,-12.870046,7.36,-7.15,-6.06,0.272,A3IV/V,
18.300266,-68.229257,6.32,0.44,-16.97,-0.026,B9V,
18.300817,13.777038,6.29,-2.83,-7.22,-0.04,B5V,
18.300886,-27.042641,4.66,4.48,-2.76,1.629,K3III,
18.301531,-1.330148,7.47,1.86,1.56,0.399,A0,
18.301638,-12.242585,7.38,-0.4,-2.79,0.657,O8/9f,
18.302143,18.131691,6.24,-3.17,2.61,-0.004,B9V,
18.302147,23.296907,6.45,11.88,-11.96,1.698,K5,
18.303358,11.396269,7.17,4.0,2.8,1.635,K5,
18.304991,46.407059,7.0,40.93,-25.99,0.912,G5,
18.305189,-61.208608,7.2,-12.01,-34.54,0.897,G6III,
18.305662,-54.332436,6.91,3.63,-10.56,1.677,M0III,
18.306817,12.980431,6.76,-1.52,-0.21,0.002,B9,
18.307822,5.135245,7.49,-11.08,-15.33,0.043,B9,
18.308464,-34.686115,6.93,-3.44,-5.12,-0.058,B7/B8III,
18.311155,-42.288399,6.3,3.77,-5.8,-0.144,B0.5Ia,
18.3116,-25.60479,6.51,-3.84,-30.44,1.346,K0III,
18.314301,33.045396,7.25,13.09,-7.64,1.581,K5,
18.318331,12.193311,7.1,0.06,-8.08,-0.083,B8,
18.318977,71.517854,6.68,-59.86,36.85,0.444,F5,
18.319316,7.259767,5.41,-45.38,1.96,1.084,K2III,
18.319633,24.446059,5.3,8.4,5.41,1.508,K4II SB,
18.320604,12.533951,7.49,-0.28,-7.62,-0.097,B8,
18.321199,15.826041,6.98,22.11,-2.19,0.291,A3,
18.321713,52.651919,7.35,-8.98,-6.29,1.212,K5,
18.326121,-49.347113,7.36,-8.82,-37.53,0.353,F0IV,
18.327806,-63.886562,6.17,38.89,-276.16,0.584,F9V,
18.327937,67.435069,6.92,2.43,18.4,1.654,M0,
18.328141,-45.699151,6.84,-77.95,-135.28,0.533,F7V,
18.329849,-66.655062,7.29,-0.46,-28.38,1.256,K2III,
18.330591,-17.750801,6.96,-1.79,-4.5,1.574,K2/K3III,
18.331031,36.064547,4.33,-16.14,41.32,1.162,K2IIIvar,
18.331131,29.666392,6.01,-2.46,3.56,1.319,K4III,
18.331147,-11.28755,7.4,10.45,-27.24,0.552,F5II,
18.332243,51.347823,6.3,-36.22,-51.42,1.112,K1III:,
18.333809,-48.765242,6.56,-3.6,-27.54,0.149,A3IV/V,
18.334426,-9.595723,6.92,-92.15,-224.16,0.724,G5,
18.334765,-7.981329,6.54,31.18,-10.16,0.401,F5,
18.335775,-15.831697,5.39,40.03,-38.66,1.473,K3III,
18.336516,-45.922247,7.34,24.68,-155.03,0.759,G5V,
18.338005,-35.428695,6.87,-4.52,-6.41,-0.041,B5III,
18.338309,21.961297,4.92,17.51,-59.29,1.594,M1III,
18.338783,64.20299,7.32,0.27,18.88,0.853,K0,
18.33921,-27.407709,7.25,18.5,-23.6,1.371,K1III,
18.339275,-56.215679,6.94,23.27,-10.33,1.012,G8/K0III,
18.339483,-80.239296,7.36,1.16,-20.21,1.0,K0III,
18.340369,28.983527,6.61,-0.95,-5.07,-0.096,B8,
18.340724,-31.316226,7.48,4.3,23.16,0.248,A9V,
18.341226,-44.076909,7.18,-3.11,-13.3,1.616,M3III,
18.344074,22.797417,6.8,-1.02,-6.28,-0.05,B8V,
18.345048,-59.839883,6.99,26.06,-4.22,-0.114,B2V,
18.345955,71.337814,4.22,-5.91,35.79,-0.093,A0p (Si),
18.347015,27.530331,6.99,40.83,106.26,0.636,G2IV,
18.347795,3.377165,4.85,1.71,8.45,0.911,G8III,
18.348663,-37.487648,6.46,-1.66,-7.27,1.315,K2II,
18.348816,-33.333549,7.05,6.07,-7.3,0.167,A2IV/V,
18.349158,29.858925,5.61,0.69,54.1,0.231,A5m,
18.3499,-29.828103,2.72,29.96,-26.38,1.38,K3III,Kaus Media
18.350283,28.869954,5.12,4.01,48.81,0.212,A7V,
18.350382,-43.774836,6.65,-16.91,21.12,0.276,A3m...,
18.350634,-15.230683,6.94,3.83,-5.21,1.76,K3III,
18.350736,72.732843,3.55,531.08,-351.59,0.489,F7Vvar,
18.351712,20.934849,7.48,0.12,12.62,0.056,B9,
18.351985,49.725466,6.39,0.66,23.51,1.086,K1III,
18.353282,32.877863,7.49,-17.57,-74.99,0.42,F5,
18.353446,-26.085116,6.91,2.15,3.6,0.249,A6V,
18.354003,-39.021752,6.77,-16.74,-20.91,0.128,A0II/III(p),
18.35457,-30.941477,6.99,-2.34,-20.46,0.023,B6V,
18.355167,-2.898825,3.23,-547.57,-700.72,0.941,K0III-IV,
18.355444,32.939631,7.26,8.82,13.42,1.014,K2,
18.356385,-18.859999,5.76,-2.76,-6.48,0.67,F8II,
18.357714,25.056777,6.99,3.74,5.19,-0.09,B3V,
18.357889,5.435726,6.14,-3.12,-8.05,-0.048,B3Ve,
18.358189,51.301091,6.65,-7.96,-21.96,1.387,K5,
18.358713,-24.915276,6.19,4.44,-2.15,1.823,M3III,
18.359075,49.121593,5.02,-24.18,51.06,1.619,M2III,
18.363457,21.507773,6.83,-1.68,-6.59,-0.09,B8,
18.363469,55.129855,7.42,-10.89,-4.12,1.556,K5,
18.364464,41.213332,7.49,-14.38,-28.0,1.292,K0,
18.366705,-28.429962,6.15,6.98,-3.51,0.264,A3III,
18.367508,-22.921687,7.3,0.75,-11.28,0.034,B8IV,
18.368316,-63.381593,7.33,4.01,9.0,0.895,G5II/III,
18.369083,23.285176,5.41,11.61,77.88,1.633,K5III,
18.369481,-22.238832,7.3,2.76,-4.77,1.555,K3III,
18.369672,-7.49878,7.04,-7.88,-16.8,0.094,B9,
18.369943,51.541904,6.84,16.12,-12.53,0.131,A2,
18.370525,-15.088274,7.11,2.37,4.64,,F0V + (K),
18.371104,-14.388695,7.1,1.44,-0.43,0.619,A1Ib,
18.371674,7.54893,7.2,-96.52,-52.79,0.561,G0,
18.371828,-38.656894,5.09,-42.28,-28.28,1.498,K4/K5III,
18.373278,-1.202318,7.28,8.92,-9.41,0.061,B9,
18.376477,12.02968,5.99,8.9,14.61,0.056,A2V,
18.377698,83.368606,7.26,0.77,29.6,0.955,G5,
18.380288,17.826616,5.25,72.52,16.06,1.25,K3III,
18.380297,7.206747,7.09,1.61,-0.31,1.36,K1III,
18.380443,15.001806,7.44,2.37,-21.12,0.169,A2,
18.38141,-36.669556,5.33,-1.69,-25.97,-0.121,B7Ib/II,
18.382378,20.963686,7.15,-4.84,-1.38,1.086,K0,
18.383226,46.362651,7.22,18.6,76.5,0.309,F0,
18.383919,-10.218983,6.32,9.22,-22.24,0.13,B9.5V,
18.384147,16.688,6.22,-11.28,-14.12,1.216,K0,
18.384575,-60.749208,6.8,-6.05,-18.74,0.245,A7III,
18.386712,-12.014755,5.71,-8.14,-19.62,0.006,B5V,
18.387117,-61.493901,4.35,0.53,1.7,1.462,M1III SB,
18.388027,-48.360817,7.39,-4.71,-56.23,0.293,A9III,
18.388737,14.700041,6.74,-9.22,-10.12,-0.034,B9,
18.39134,-36.237987,5.52,7.61,5.34,1.015,K0III,
18.391664,-42.323041,7.07,-18.58,-57.21,1.028,G8III,
18.393456,-75.044277,5.47,4.48,20.06,0.043,A0V,
18.394329,-8.934383,4.66,51.89,52.29,0.932,K0III,
18.394967,21.769752,3.85,195.54,-242.92,1.168,K2III,
18.395573,38.345117,6.92,-9.62,17.51,-0.004,A0,
18.396313,23.682904,7.04,-22.99,57.67,1.352,K0,
18.396658,53.300837,6.35,23.59,-10.67,0.168,A3m,
18.398507,58.800736,4.98,-37.64,62.08,0.082,A3V,
18.399244,38.73921,6.41,7.79,13.64,1.429,K2,
18.399987,43.907734,6.63,18.53,-3.82,1.682,M2III,
18.400997,-3.583157,6.36,-16.78,-47.43,0.351,F6III-IV,
18.401559,20.452374,6.75,-21.2,50.8,0.305,F0,
18.402372,79.222698,6.54,-12.92,63.26,1.092,K0,
18.402553,83.1754,6.16,18.39,-23.4,0.051,A2V,
18.402868,-34.384616,1.79,-39.61,-124.05,-0.031,B9.5III,Kaus Australis
18.402895,77.561381,7.03,40.22,38.05,0.991,K0,
18.403041,42.466904,6.65,4.26,-19.92,0.097,A2,
18.40383,39.507239,5.11,-21.31,-4.56,0.047,A3IVn,
18.405067,-44.110256,5.24,1.11,-22.55,-0.163,B2.5Vn,
18.406261,15.655404,7.46,1.51,-6.37,-0.009,B9,
18.406503,-59.61614,7.41,6.77,-2.79,-0.054,B7III,
18.408334,-8.175026,7.34,26.97,-50.49,0.408,F0,
18.409202,-49.652879,6.45,33.03,-150.18,0.593,G2V,
18.410239,-32.29112,7.1,-2.36,-4.45,1.389,K1IIICN...,
18.411702,-7.075936,6.28,134.9,-26.17,1.161,K0,
18.41194,-6.603798,7.18,-69.02,-38.38,0.604,G0IV...,
18.415891,-1.579413,6.15,6.05,-4.1,0.381,F1V,
18.416239,27.394783,6.27,1.65,-14.35,0.053,A2Vn,
18.416631,-18.538695,7.26,-6.9,-9.66,1.761,M0III,
18.417066,-30.75657,5.58,-127.97,-69.59,1.138,K0III,
18.419132,5.084567,6.73,-1.59,5.7,0.011,B9V,
18.41948,64.83842,6.84,-19.52,61.55,0.995,K0,
18.419957,49.864536,7.16,-7.25,-57.51,1.02,K0,
18.420887,-13.978417,6.61,2.24,-3.63,0.778,B1Ia,
18.421328,-57.095506,6.85,27.56,-15.36,0.441,F5V,
18.421726,48.761817,7.21,19.17,3.15,0.799,G5,
18.422511,-20.541679,4.81,8.26,-28.72,1.31,A1/A2V,
18.422688,-35.992025,6.14,-34.7,2.24,1.006,K0III,
18.42309,38.440941,7.36,1.81,-1.0,-0.087,A0p,
18.42441,22.706798,6.8,-1.92,-6.0,-0.087,B2.5IV-V,
18.424802,22.033505,7.23,5.82,-0.45,0.787,G5,
18.425018,-30.253438,7.45,0.44,-4.87,0.9,K1/K2III+..,
18.425453,-63.021534,6.13,0.57,-101.87,0.202,A3V,
18.427444,8.032006,5.64,-4.24,-7.39,0.884,G8III-IV+..,
18.429804,35.342739,7.22,21.05,-21.58,0.859,G5,
18.431736,71.73177,7.34,2.58,51.41,0.428,F5,
18.431835,-33.945718,6.3,-1.58,-10.88,-0.075,B7III,
18.432008,14.966232,6.37,-7.6,-19.85,-0.037,B9V,
18.432996,29.82893,5.81,23.23,-24.45,0.068,A2IV,
18.433069,65.56348,4.82,106.52,-27.07,1.179,K2III,Fafnir
18.433611,15.758433,7.42,5.49,-55.54,0.456,F3V,
18.43427,0.780495,6.87,17.38,5.87,0.277,A3,
18.435959,79.628576,7.21,5.0,40.63,0.302,A5,
18.438073,-79.9274,7.46,5.72,-17.23,1.762,M1/M2III,
18.438788,26.227719,6.89,-2.0,-4.8,-0.126,B3V,
18.439914,-15.630191,7.34,3.3,0.19,0.063,B1Ib,
18.44145,26.461013,7.09,0.12,-4.12,-0.101,B2V,
18.444098,59.705645,7.05,5.01,-6.57,0.947,K0,
18.444672,-30.393333,6.75,26.7,-62.7,0.548,G0V,
18.444702,26.449216,6.5,1.66,-6.19,-0.107,B3V,
18.447539,30.968386,7.01,-23.27,24.96,1.189,K0,
18.448336,-48.117243,5.44,3.74,-55.09,0.855,K0/K1III+..,
18.449326,-79.269442,7.16,-5.89,-32.52,1.201,K1III,
18.449561,-45.968459,3.49,-16.68,-53.33,-0.179,B3IV,
18.450454,9.209598,7.39,-51.98,-49.04,0.844,G5,
18.452463,-8.040406,6.5,2.53,10.05,1.054,K0,
18.453475,0.196108,5.2,-2.64,-8.79,0.487,G0III+...,
18.455269,-53.633884,7.2,84.51,-36.62,0.973,K0III,
18.456447,-36.015972,7.11,0.86,-7.55,-0.033,B8/B9III,
18.457639,49.818628,7.48,23.35,58.35,0.271,A3,
18.458699,-15.373626,6.95,47.13,31.43,0.475,F5V,
18.461169,53.951016,7.23,11.88,-9.37,0.873,G5,
18.4617,59.549112,6.43,45.76,38.51,0.979,K0IV,
18.462154,-26.634845,6.31,-9.1,-36.94,0.263,A7V,
18.462748,24.69741,6.94,6.03,13.28,0.0,B9,
18.463745,-29.816865,5.9,-0.84,15.16,0.517,F8V,
18.463978,3.74857,6.07,-1.97,-8.09,1.61,K3III,
18.465689,-17.800357,6.19,-2.73,-2.91,0.003,B8III/IV,
18.466179,-25.4217,2.82,-44.81,-186.29,1.025,K1IIIb,Kaus Borealis
18.466326,6.194104,5.71,-1.25,-23.26,-0.034,B8III-IV,
18.46838,-26.757245,6.28,-8.64,-35.91,0.157,A3/A4V,
18.468432,-84.387256,6.49,13.15,-9.13,-0.035,B8/B9V,
18.468638,-22.999635,6.96,6.08,19.05,1.019,G8/K0III,
18.46992,-52.499987,7.33,-1.29,-25.26,0.092,Ap...,
18.471901,44.256756,7.45,7.6,9.41,1.183,K0,
18.474198,-38.995671,5.63,-0.21,-41.67,0.14,A2m...,
18.476359,-77.366233,6.84,16.33,-65.23,1.077,K0III,
18.476557,46.423271,7.21,3.62,1.98,0.293,F0,
18.480505,-49.070588,4.1,137.9,-229.14,0.995,G8/K0III,
18.482432,-25.042911,7.42,39.03,-29.44,0.599,G2V,
18.482599,-26.582077,6.68,-4.49,-7.65,0.095,A3III,
18.484421,43.939287,7.49,73.68,155.35,0.619,G5,
18.486533,29.553848,7.21,0.34,43.51,0.95,K0III,
18.486626,-14.565813,4.67,3.07,-3.48,0.076,A1IV/V,
18.486646,-29.259533,6.88,0.08,-46.93,0.463,F5V,
18.486909,-43.845939,6.36,0.79,21.96,0.904,G8III,
18.487997,-38.851303,6.63,0.54,-15.22,-0.019,B9III,
18.488891,-80.232708,5.95,-23.34,-63.39,1.173,K2III,
18.489128,17.983921,6.78,-1.69,-11.51,-0.064,B9,
18.489441,-25.256607,6.63,-0.22,-7.33,0.002,B2Vnne,
18.489681,45.981966,7.34,-46.78,4.56,1.027,K0,
18.490288,76.225812,7.41,-11.13,-16.66,1.154,K0,
18.490963,13.854952,7.02,65.23,-65.34,0.451,F6V,
18.493253,23.866202,5.87,0.05,-1.95,-0.096,B6IV,
18.493861,-33.933975,7.04,-4.54,-17.18,-0.038,B8V,
18.494717,-1.985308,5.38,29.75,-33.81,0.961,K0III,
18.495823,77.547068,5.65,1.59,-0.7,1.192,K4III,
18.496322,-14.581987,6.02,21.87,15.08,0.006,Ap,
18.498871,-47.220546,5.69,29.59,-13.41,1.258,K2III,
18.499086,-57.523143,5.74,56.44,-24.91,0.987,K0III,
18.499204,10.48301,6.91,-6.44,51.9,0.337,F0,
18.499842,15.944398,7.17,-5.34,0.87,1.024,K0,
18.501216,-43.833963,7.11,8.22,-156.02,0.496,F5/F6IV,
18.501422,4.065354,6.66,-0.08,-5.59,0.11,B2V,
18.503295,-18.728794,5.63,33.67,-90.48,1.057,K0III,
18.503971,-5.724169,6.27,-2.22,-16.89,0.953,G8II-III,
18.5081,-23.250643,6.99,-2.12,-3.28,1.482,G8Ib/II,
18.509125,40.97577,6.99,-0.45,-17.95,1.227,K2,
18.509604,36.24917,7.42,-2.74,-0.89,1.574,M...,
18.510906,12.611204,7.26,6.77,6.43,0.054,A0Vvar,
18.511436,4.510835,6.95,-11.03,-4.52,0.211,A2,
18.51157,20.815046,6.49,16.29,-263.84,0.795,G8IV,
18.515629,-48.014812,6.6,-54.89,-20.63,0.52,F6V,
18.516062,41.106461,7.27,-24.94,22.88,0.443,F5,
18.516384,21.654637,7.41,1.58,-38.03,1.057,K0,
18.517486,-41.913834,6.02,-2.99,-31.45,0.138,A3V,
18.517903,16.928556,5.76,-33.04,-20.79,0.053,A2V,
18.518012,-32.989114,5.37,-1.48,-46.53,0.182,A5V,
18.518594,32.245381,7.45,-0.75,-1.91,-0.019,A0...,
18.519068,-5.789532,7.37,-7.12,-9.84,0.36,B1Vne,
18.519125,-53.527609,7.46,-3.21,-15.36,0.981,K0III,
18.519858,-36.809223,6.98,40.8,2.75,0.349,A9IV,
18.520807,65.436024,6.6,-11.94,69.85,0.341,A8m,
18.520838,33.63038,7.37,-26.95,-51.15,1.165,K0,
18.521945,62.537973,7.19,4.85,51.12,0.9,F2,
18.521935,-18.908812,6.81,-140.13,-194.59,0.861,K1V,
18.522783,-0.481964,7.07,1.76,-3.12,-0.01,B8,
18.522896,-62.278302,4.63,-0.96,-45.59,-0.116,B8III,
18.523804,-10.795836,5.77,1.67,-17.6,0.379,B2V,
18.523935,8.027266,7.4,1.22,-2.7,0.972,G0,
18.523971,-18.402697,5.12,-6.98,-21.43,0.016,B9/B9.5V,
18.524265,22.985988,7.41,21.08,41.54,0.959,G5,
18.524721,-1.63487,7.21,28.36,-23.36,0.383,F2,
18.528626,7.23175,7.38,-3.91,-1.96,0.15,B8,
18.529287,-45.914814,4.92,-3.77,-28.8,-0.101,B6IV,
18.529299,45.988778,7.15,28.7,8.85,1.201,K0,
18.5295,-2.418466,7.19,29.53,8.29,1.272,K2,
18.530658,-15.18268,7.29,-12.1,-6.72,0.339,A7/A8IV,
18.531481,-19.125072,6.59,-4.15,-6.05,1.07,G1Ib,
18.532284,-43.507383,5.71,-1.04,-7.5,1.322,K2III,
18.532498,-1.002977,5.93,10.03,-4.63,0.17,A4III,
18.533814,6.780096,7.46,-29.02,-87.93,0.486,F5,
18.533874,-45.757382,5.07,1.26,-11.55,-0.127,B3III,
18.535247,3.659603,6.41,9.22,3.24,-0.025,A0sp...,
18.53624,13.736565,7.2,112.72,122.93,0.692,G8V,
18.536495,52.115537,6.58,-4.51,1.78,-0.061,B9.5V,
18.536975,-19.123966,7.37,-2.18,-3.03,1.499,K0III,
18.537226,-29.190203,7.02,5.54,4.02,0.848,G6IV,
18.538557,67.776865,6.66,-12.4,-11.48,1.396,K5,
18.539071,-14.644268,6.36,-3.15,-21.05,0.217,A4/A5IV/V,
18.539157,45.774399,6.96,-0.68,7.31,1.501,K5,
18.539257,-39.704001,5.16,31.98,-37.62,0.079,A3V,
18.541436,-18.972656,6.97,-1.23,-6.95,1.333,G3/G5Ib,
18.542576,-35.349609,6.95,-1.0,-13.15,1.179,K0III,
18.542923,57.045599,4.77,0.32,-7.09,0.611,F7Ib,
18.543316,25.489475,7.44,4.47,15.23,0.881,G8III,
18.543852,46.092548,6.69,6.38,7.83,1.298,K0,
18.544043,4.296385,7.36,4.45,-13.16,1.796,K5,
18.545367,-14.865662,5.47,0.15,-3.37,1.998,K3Iab,
18.546154,23.616801,5.88,13.32,10.21,1.49,K5III,
18.54721,30.554209,5.47,13.4,11.61,-0.077,B8IV,
18.548704,-73.965596,5.88,6.89,-87.25,0.992,K0III,
18.55025,-39.892022,6.22,86.32,-80.29,0.429,F5V,
18.550562,-16.560188,6.97,4.47,0.79,1.46,K0/K1II/III,
18.551973,-5.162502,7.03,1.94,-6.0,1.043,G5,
18.55235,40.532328,6.93,29.77,5.35,0.971,K0,
18.552805,-18.368386,6.79,-1.64,-7.58,0.46,B0Ia/ab,
18.554002,-24.109537,6.81,0.99,-7.57,0.018,B3III/IV,
18.554054,40.159634,7.25,-40.78,49.94,0.535,F5,
18.554071,18.915553,6.83,0.08,-73.49,1.044,K0,
18.556308,-5.911718,6.36,-11.04,-28.17,0.034,A0Vn,
18.5564,30.892089,6.55,-1.28,-7.02,-0.102,B4V,
18.556413,-38.720033,6.31,10.02,-12.51,0.02,B8,
18.556426,-38.725985,5.67,-0.6,-21.79,-0.06,B9.5,
18.556473,8.268251,6.42,-0.86,-9.12,-0.044,B8IIIp SiSr:,
18.558183,-58.708784,6.4,23.92,-104.06,0.688,G5IV,
18.558383,-42.31251,4.62,32.48,-21.03,0.994,G5III,
18.560839,-14.853614,5.74,27.26,-9.49,0.043,A0/A1V,
18.562673,17.732193,7.08,4.03,-3.34,,F6V,
18.563181,-71.768613,7.01,-3.31,9.76,0.279,F0III,
18.56324,46.219152,6.73,1.07,12.64,-0.053,A0,
18.564857,-24.032283,5.49,-2.99,-7.1,1.795,K3III,
18.565239,47.870196,7.39,-0.59,-5.67,1.399,K2,
18.565602,66.356889,7.41,2.9,-17.02,0.08,A0,
18.565749,52.353517,5.38,-3.26,3.03,1.091,K0III,
18.566046,-33.01656,5.28,2.35,-11.19,-0.115,B2III/IV,
18.56809,-32.961136,7.13,0.92,-7.87,0.002,B9IV/V,
18.56916,34.448158,7.36,28.34,-12.19,1.035,K0,
18.570115,-7.712323,7.35,-1.28,-0.89,0.099,B9p,
18.570689,-66.279284,6.76,3.03,-9.75,0.894,A(V) + G5III,
18.572103,20.466411,6.57,6.27,-5.64,0.125,A3V,
18.572144,29.741768,6.64,46.27,-86.62,1.025,K0III,
18.572251,18.690063,7.39,-20.71,-50.9,0.618,G0V,
18.573689,-54.088057,6.72,-11.06,-31.5,0.413,F3II,
18.573703,-19.784678,7.18,31.64,-18.8,1.369,K1III,
18.573974,57.801823,7.33,-15.01,-4.94,0.194,A5,
18.574243,-34.815713,6.91,14.63,16.78,0.303,F0V,
18.575243,51.782263,6.51,-40.36,-26.63,1.472,M0,
18.575312,-52.891521,6.21,-16.99,-41.99,1.254,K2III,
18.575362,6.462336,7.22,1.38,2.63,1.243,K2,
18.575767,-24.222393,6.53,-1.19,-1.5,0.515,F2II,
18.576483,3.13578,7.46,6.98,0.36,0.255,Am,
18.578327,-50.721705,6.79,-5.7,-4.99,1.296,K2III,
18.579713,21.486244,7.21,14.16,4.21,0.067,A0,
18.579859,10.89201,6.48,6.87,3.78,0.032,A1V,
18.580841,-49.35216,7.39,8.37,-30.98,1.166,K0III,
18.581568,-52.387506,6.83,37.59,-63.72,1.13,K0III,
18.583998,-10.977206,5.12,49.1,-5.04,0.926,G8III,
18.585523,-16.985536,7.1,-0.22,-1.5,0.431,A3III,
18.586785,-8.244073,3.85,-18.98,-314.63,1.317,K2III,
18.586834,18.20341,5.79,21.25,7.46,0.006,A0Vn,
18.587085,34.458021,6.1,2.83,8.41,-0.115,B5Vn,
18.587359,41.581553,7.16,2.63,82.06,0.442,F5,
18.587531,72.274199,7.37,13.59,-8.0,1.096,K0,
18.587853,-39.694382,7.17,2.92,-28.16,0.266,A7IV,
18.589258,-20.840442,6.49,28.68,-1.39,0.28,F0IV/V,
18.589918,-19.268535,6.77,32.6,-11.69,1.77,M3/M4III,
18.590715,-32.890756,6.86,7.11,4.42,0.122,A0V,
18.591777,23.60553,5.62,3.31,0.73,1.015,G8III,
18.59347,4.935988,6.47,30.7,-29.84,0.075,A2pvar,
18.593543,-18.550623,7.08,-0.24,-0.78,0.218,B1/B2Iab,
18.595433,-29.93752,6.91,1.91,1.39,1.169,K1II,
18.596056,73.280861,7.43,-26.44,-26.35,0.912,G5,
18.598117,16.975697,6.21,49.09,-71.19,0.542,G2Vv comp,
18.598529,43.055599,7.25,-18.92,-6.19,0.936,K0,
18.598544,72.380259,6.81,24.25,17.83,1.34,K2,
18.599901,-29.699104,6.36,4.6,-9.93,1.272,K1III,
18.600038,-14.065581,7.21,-3.37,-7.83,0.21,Asp...,
18.602178,-6.74206,6.95,-2.26,-17.49,1.325,K2,
18.603332,41.278105,6.92,3.29,12.91,0.066,A0...,
18.603683,65.488717,6.07,20.28,83.43,0.279,F0V,
18.604163,30.584741,6.68,-5.86,30.63,1.236,G5,
18.607366,43.796725,7.37,-0.55,-11.69,1.486,K2,
18.607731,9.122491,5.38,-6.29,-133.88,0.387,F5III,
18.608056,4.955036,6.73,0.57,-18.24,1.142,K1III,
18.609365,30.442486,7.47,-2.66,-19.07,0.88,G5,
18.610173,12.98761,7.36,2.71,10.89,0.479,F6II,
18.610284,22.107583,6.76,-8.72,-8.6,0.068,B9,
18.610373,33.469036,5.41,-9.01,-0.39,-0.101,B8II-IIIp..,
18.610854,6.671805,5.43,-30.62,-144.29,0.386,F3V,
18.610952,-20.313945,7.47,1.75,-4.69,0.0,B3IV,
18.61151,-56.226976,6.94,-6.94,-76.05,1.102,K1III,
18.611698,15.448088,6.75,-5.23,21.13,0.979,K0,
18.612651,43.221815,6.21,21.91,-10.77,0.251,F0V,
18.6132,-15.945465,7.01,5.51,-1.1,1.924,K3/K4III,
18.615017,3.78989,6.6,-8.35,5.04,0.899,K0,
18.61564,38.783692,0.03,201.02,287.46,-0.001,A0Vvar,Vega
18.61719,-48.209258,7.33,3.14,40.86,0.686,G2/G3IV/V,
18.617579,-28.513061,6.78,4.94,-135.42,0.954,K0IV,
18.618644,-19.209398,7.01,-2.94,-6.55,1.585,G8Ib,
18.619183,16.198295,6.31,14.71,48.58,0.896,G8IV,
18.619189,-15.026249,7.49,42.48,-22.38,0.428,F5IV/V,
18.619287,0.951139,6.88,12.41,22.23,0.569,F8,
18.620172,11.421506,6.57,-10.95,-7.84,-0.011,B9V,
18.62023,-25.671266,7.43,170.16,-281.21,0.687,G5V,
18.621018,-40.803643,6.96,-14.14,-29.79,1.49,G6IICNIV,
18.622372,11.355848,6.88,10.33,5.0,0.032,A0,
18.623312,77.686819,6.94,10.65,19.01,0.363,F0,
18.623831,-47.074571,6.88,-1.35,-11.93,0.362,F0IV/V,
18.62466,29.584864,6.7,-26.47,88.54,1.294,K4III,
18.624929,-2.920029,6.74,8.4,5.24,1.272,K0,
18.625349,37.78065,7.03,6.34,15.21,1.54,K5,
18.62579,-12.349872,6.95,-41.56,-46.04,0.476,F6V,
18.625974,62.526591,5.74,-8.4,52.56,-0.045,A0V,
18.626349,46.149954,7.4,-22.15,34.63,0.401,F2,
18.626656,-0.309472,5.76,11.74,-19.83,0.067,A2V,
18.628894,-41.614211,7.42,-28.08,-27.68,0.338,F0III/IV,
18.629295,-4.806797,6.77,-5.34,46.21,0.374,F2,
18.630126,5.883466,6.68,4.46,-1.3,-0.026,B8,
18.630131,18.441485,7.44,28.53,10.94,1.438,K2,
18.630991,-17.231285,6.78,2.73,-1.83,0.582,F2V,
18.631785,-21.397725,5.93,-2.57,-65.66,0.189,A5IV,
18.632051,-13.472964,7.35,9.01,-10.0,0.926,G1/G2V,
18.632526,-2.590528,6.9,15.72,-24.26,1.079,K0,
18.633316,28.629943,6.92,-1.06,3.2,-0.117,A0,
18.634578,-14.004781,6.49,-0.63,-7.79,0.189,B8II/III,
18.635132,39.668326,6.02,6.69,8.6,1.444,M4.5II,
18.638611,-1.112987,6.64,-38.8,0.71,0.433,F1IV-V,
18.638833,-32.685816,7.29,3.82,-127.44,0.413,F2V,
18.639202,8.834113,7.41,-13.8,27.17,1.201,K1IIIv comp,
18.639944,-3.19364,6.49,6.47,33.59,0.553,F9IV,
18.640064,63.532866,6.85,-20.54,16.26,1.14,K0,
18.640089,60.711057,6.65,1.52,54.67,0.393,F2,
18.640471,36.053142,7.21,22.3,-38.81,0.405,A5...,
18.640703,-23.102974,7.28,14.76,-21.0,1.656,K3III,
18.641865,-23.504893,5.78,-0.53,-19.6,-0.018,B8III,
18.642113,-48.720778,6.54,12.84,-30.11,1.407,K3/K4III,
18.642888,15.083687,6.78,3.04,7.91,0.023,A0,
18.644382,30.452016,7.29,-3.01,-9.72,1.602,M2III,
18.644403,4.854791,6.71,-7.27,-47.65,1.09,K0,
18.644964,-30.027905,6.84,-4.08,-3.77,0.401,F2IV,
18.645097,-70.235447,7.49,2.92,-12.03,1.594,K5III,
18.647576,52.343934,6.92,6.85,-5.28,0.432,F2,
18.648168,-21.051871,5.85,-74.88,-151.87,0.673,G5V,
18.648597,6.270782,7.14,-0.08,5.2,0.284,A5,
18.649603,32.229254,7.12,-11.74,3.43,1.556,K5,
18.650575,-23.182089,6.71,-1.23,-2.77,0.647,F5II,
18.6507,-15.039267,7.48,-15.51,-1.62,1.94,M1III,
18.651316,72.959475,7.35,-0.58,15.56,1.043,K5,
18.652631,-70.803175,7.13,1.38,-4.7,1.25,K2III,
