time_s,thrust_n
0.04,335
0.16,270.92
0.41,269.3
0.8,268.49
1.18,256.32
1.62,236.85
2.03,214.14
2.38,193.86
2.79,174.39
3.2,163.85
3.6,157.36
3.75,135.46
3.86,85.17
3.99,0
