time_s,thrust_n
0,0
0.032,1055.9
0.11,865.54
0.161,829.933
0.267,794.325
0.351,780.63
0.512,705.306
0.682,654.633
1.318,624.504
1.461,475.225
1.623,345.121
1.934,153.387
2.039,115.04
2.177,41.086
2.317,5.478
2.5,0
