time_s,thrust_n
0,0
0.001,1.96018
0.013,17.055
0.026,24.7002
0.07,19.169
0.116,17.5493
0.181,16.9899
0.285,18.239
0.426,19.4975
0.564,19.8071
0.626,21.2626
0.667,19.4826
0.68,17.1935
0.695,13.6812
0.713,8.35086
0.745,2.12446
0.764,0.669014
0.799,0.0471892
0.8,0
