time_s,thrust_n
0,0
0.024,6592.69
0.064,5986.47
0.309,6213.8
0.806,6376.18
0.921,6451.96
2.14,5131.26
2.186,5109.61
2.215,4849.8
2.38,844.384
2.462,0
