time_s,thrust_n
0,0
0.028,417.223
0.067,2562.08
0.151,2409.04
0.261,2391.86
0.372,2297.6
0.557,2265.37
0.779,2242.44
0.965,2220.18
1.15,2188.68
1.372,2145.75
1.816,2059.65
2.149,2027.93
2.325,2021
2.419,1865
2.495,1461.84
2.611,804.758
2.697,307.633
2.736,91.61
2.764,0
