time_s,thrust_n
0.053,935.855
0.175,1292.642
0.3,1260.926
0.425,1241.482
0.55,1257.058
0.675,1272.287
0.8,1287.605
0.925,1301.012
1.048,1309.708
1.17,1308.417
1.295,1304.83
1.42,1285.265
1.545,1267.657
1.67,1255.624
1.795,1227.212
1.92,1202.443
2.043,1182.617
2.165,1150.712
2.29,1117.909
2.415,1081.739
2.54,1037.547
2.665,1007.091
2.79,1008.911
2.915,643.124
3.04,64.371
3.165,0
