time_s,thrust_n
0,0
0.016,1288.08
0.043,1462.78
0.08,1370.99
0.407,1622.68
0.535,1640.45
0.787,1705.59
0.985,1693.74
1.13,1717.43
1.328,1693.74
1.349,1927.67
1.397,1726.32
1.751,1711.51
2.018,1687.82
2.275,1690.78
2.297,1892.14
2.318,1678.94
2.929,1412.44
3.748,1113.37
4.24,906.095
4.503,802.456
4.717,663.285
4.813,538.919
4.92,387.903
5.027,245.771
5.166,145.094
5.263,79.95
5.386,32.572
5.498,23.689
5.707,0
