time_s,thrust_n
0,0
0.022,2.71
0.028,93.62
0.06,219.78
0.097,244.93
0.209,252.63
0.299,249.21
0.581,226.99
0.97,190.27
1.381,136.13
1.749,109.02
1.802,65.53
1.857,24.89
1.908,10.42
1.97,0
