time_s,thrust_n
0.041,422.031
0.125,448.597
0.21,459.029
0.295,451.94
0.379,439.556
0.465,427.37
0.549,407.558
0.633,399.734
0.719,380.049
0.803,368.042
0.887,352.02
0.973,342.102
1.057,325.767
1.142,306.936
1.227,292.029
1.311,267.283
1.396,251.784
1.481,227.534
1.566,210.504
1.65,168.299
1.735,110.789
1.82,71.036
1.904,32.505
1.99,17.537
2.075,7.317
2.16,0
