time_s,thrust_n
0,0
0.02,0.267
0.024,3.465
0.038,38.82
0.073,53.881
0.143,56.492
0.323,61.323
0.826,57.346
1.141,51.074
1.17,35.612
1.225,11.761
1.266,4.559
1.291,1.512
1.32,0.133
1.329,0
