time_s,thrust_n
0.194,298.963
0.584,378.807
0.975,376.204
1.366,382.475
1.757,391.163
2.148,399.442
2.539,406.048
2.93,407.731
3.321,405.666
3.711,400.636
4.103,393.384
4.494,384.52
4.884,377.009
5.275,368.385
5.666,359.041
6.057,350.117
6.448,341.587
6.839,337.109
7.23,300.039
7.621,194.602
8.011,123.445
8.403,66.942
8.794,32.233
9.184,8.248
9.576,1.563
9.968,0
