time_s,thrust_n
0,0
0.019,2336.97
0.026,717.027
0.036,2131.16
0.064,1507.08
0.093,1945.27
0.107,1766.01
0.153,1819.12
0.205,1865.6
0.294,1985.1
0.399,2051.49
0.602,2091.33
0.8,2078.05
1.001,1965.18
1.06,1912.07
1.196,1726.17
1.213,1699.62
1.266,1799.2
1.287,1593.39
1.294,1327.83
1.311,883.005
1.328,444.822
1.333,239.009
1.347,192.535
1.359,0
