time_s,thrust_n
0.008,13.627
0.014,370.654
0.015,316.147
0.03,564.157
0.055,515.101
0.085,504.199
0.137,512.375
0.203,547.805
0.316,585.961
0.398,594.137
0.51,602.313
0.604,599.588
0.708,610.49
0.801,599.588
0.903,583.235
1.007,555.981
1.109,520.552
1.194,468.768
1.221,463.318
1.249,482.396
1.273,509.65
1.287,466.043
1.298,370.654
1.306,283.441
1.326,190.778
1.353,92.664
1.389,0
