time_s,thrust_n
0.024,102.423
0.074,175.203
0.125,181.379
0.176,179.281
0.226,181.423
0.277,186.074
0.328,190.483
0.378,189.509
0.429,186.162
0.48,184.114
0.53,180.3
0.581,174.144
0.632,172.019
0.683,169.36
0.734,166.017
0.784,161.882
0.835,157.331
0.886,153.073
0.936,151.985
0.988,139.902
1.039,87.865
1.089,40.857
1.14,14.328
1.191,4.33
1.242,1.55
1.293,0
