time_s,thrust_n
0,0
0.011,6079.64
0.135,6598.41
0.354,7080.77
0.503,7244.6
0.713,7162.69
0.954,6707.62
1.183,5688.28
1.233,5460.75
1.26,4914.68
1.288,3394.77
1.331,800.91
1.383,0
