time_s,thrust_n
0.097,1377.215
0.293,1442.67
0.489,1496.986
0.685,1537.057
0.882,1554.962
1.078,1554.131
1.275,1547.973
1.472,1533.465
1.668,1510.342
1.865,1472.279
2.061,1362.534
2.257,1245.425
2.454,1148.864
2.651,1062.68
2.847,984.952
3.044,916.169
3.241,831.929
3.436,766.45
3.633,698.978
3.83,562.966
4.026,384.579
4.223,227.654
4.42,105.078
4.616,56.339
4.813,21.712
5.009,0
