time_s,thrust_n
0.088,1370.361
0.268,1626.628
0.448,1672.654
0.628,1720.596
0.808,1763.287
0.987,1801.282
1.167,1829.825
1.348,1845.146
1.529,1856.37
1.71,1850.089
1.89,1847.37
2.07,1829.454
2.25,1810.982
2.43,1784.91
2.61,1754.267
2.79,1726.898
2.971,1689.288
3.152,1641.579
3.332,1581.589
3.513,1511.036
3.692,1431.4
3.872,1361.032
4.053,1234.566
4.232,621.206
4.414,42.471
4.595,0
