time_s,thrust_n
0,0
0.036,40.168
0.078,2887.62
0.125,3775.78
0.157,3628.5
0.2,3534.77
0.417,3597.26
0.666,3628.5
0.962,3668.67
1.197,3664.2
1.507,3655.28
1.9,3619.57
2.206,3570.48
2.423,3530.31
2.637,3423.2
3.008,3208.97
3.318,3025.98
3.617,2820.68
3.86,2646.62
3.963,2597.52
4.024,2468.09
4.091,2267.25
4.163,1896.82
4.284,1124.7
4.394,343.658
4.455,129.43
4.519,0
