time_s,thrust_n
0.033,190.099
0.103,354.046
0.173,393.473
0.243,414.842
0.314,379.747
0.383,364.64
0.453,364.776
0.524,357.242
0.594,355.802
0.664,355.644
0.734,353.557
0.804,339.941
0.874,309.753
0.944,275.017
1.014,243.739
1.084,218.135
1.154,197.291
1.224,173.68
1.295,147
1.365,116.506
1.434,83.105
1.505,51.011
1.575,26.48
1.645,13.927
1.716,7.273
1.786,0
