time_s,thrust_n
0,0
0.006,8.958
0.027,101.042
0.042,63.234
0.102,71.006
0.2,77.988
0.362,79.832
0.98,71.138
2.561,65.341
2.663,60.862
3.661,16.731
4.011,9.353
4.316,4.347
4.447,0
