time_s,thrust_n
0,0
0.002,0.89
0.024,14.56
0.03,103.75
0.046,251.29
0.122,277.15
0.834,279.78
1.266,284.07
2.13,273.27
2.886,256.7
3.084,151.95
3.278,49.95
3.71,39.6
4.862,36.31
9.686,30.08
12.965,28.25
15.665,26.82
18.512,25.91
19.951,24.61
20.131,22.17
20.286,14.57
20.442,6.13
20.576,0
