time_s,thrust_n
0,0
0.002,52.854
0.018,54.428
0.035,55.553
0.059,56.902
0.1,59.151
0.2,63.65
0.3,68.148
0.4,71.521
0.459,72.196
0.5,72.196
0.541,70.622
0.584,68.148
0.6,67.923
0.618,67.248
0.634,65.674
0.654,60.726
0.7,40.034
0.78,0
