time_s,thrust_n
0.001,0.1873536739
0.025,5.288376965
0.038,13.59499068
0.055,38.12822796
0.097,59.74045822
0.207,73.12393249
0.319,83.64277946
0.427,93.74549033
0.64,97.64106127
0.75,103.6710078
0.968,93.14947603
1.137,92.34942079
1.245,31.15593455
1.344,4.882979851
1.4,0.4773065768
1.41,0
