time_s,thrust_n
0,0
0.017,182.491
0.032,199.6
0.104,195.971
0.205,180.936
0.292,188.712
0.314,198.563
0.324,187.157
0.364,180.936
0.423,192.86
0.458,189.231
0.574,197.526
0.616,205.821
0.663,190.268
0.71,190.268
0.735,197.526
0.876,188.712
0.963,193.897
1.22,176.788
1.245,185.083
1.279,172.122
1.46,152.422
1.47,159.68
1.515,147.237
1.591,136.35
1.7,131.165
1.73,114.575
1.782,67.397
1.824,39.401
1.886,18.145
1.93,8.813
2,3.111
2.138,0
