csv_path,metadata_path,format,manufacturer,manufacturer_abbrev,designation,common_name,motor_id,simfile_id,type,impulse_class,diameter_mm,length_mm,burn_time_s,avg_thrust_n,max_thrust_n,total_impulse_ns,sample_count,sampled_duration_s,sampled_avg_thrust_n,sampled_peak_thrust_n,sampled_total_impulse_ns,license,source,info_url,data_url
aerotech_g72dm_14a_rasp_5f4294d20002e900000008b3.csv,aerotech_g72dm_14a_rasp_5f4294d20002e900000008b3.json,RASP,AeroTech,AeroTech,G72DM-14A,G72,5f4294d20002310000000467,5f4294d20002e900000008b3,SU,G,29,156.4,1.3,80.78,105.57,105.02,16,1.409,74.90233883574962,103.6710078,105.53739541957121,PD,cert,/simfiles/5f4294d20002e900000008b3/,/simfiles/5f4294d20002e900000008b3/download/data.eng
aerotech_g72dm_14a_rocksim_5f9240991bca58000417171a.csv,aerotech_g72dm_14a_rocksim_5f9240991bca58000417171a.json,RockSim,AeroTech,AeroTech,G72DM-14A,G72,5f4294d20002310000000467,5f9240991bca58000417171a,SU,G,29,156.4,1.3,80.78,105.57,105.02,17,1.41,74.84928725957448,103.671,105.53749503600001,PD,user,/simfiles/5f9240991bca58000417171a/,/simfiles/5f9240991bca58000417171a/download/data.rse
aerotech_g73c_rasp_691a279d2d19df0002c3d279.csv,aerotech_g73c_rasp_691a279d2d19df0002c3d279.json,RASP,AeroTech,AeroTech,G73C,G73,6919f1512d19df0002c39fbb,691a279d2d19df0002c3d279,SU,G,29,153,1.85,69.32,89.9,128.64,28,1.997,64.4164316474712,96.003,128.639614,PD,cert,/simfiles/691a279d2d19df0002c3d279/,/simfiles/691a279d2d19df0002c3d279/download/data.eng
aerotech_g74w_rasp_5f4294d20002e900000007f0.csv,aerotech_g74w_rasp_5f4294d20002e900000007f0.json,RASP,AeroTech,AeroTech,G74W,G74,5f4294d20002310000000400,5f4294d20002e900000007f0,SU,G,29,93,1.1,74,95,82.75,29,1.169,72.89239349871684,91.215,85.211208,PD,mfr,/simfiles/5f4294d20002e900000007f0/,/simfiles/5f4294d20002e900000007f0/download/data.eng
aerotech_g74w_rocksim_5f9240af1bca58000417171c.csv,aerotech_g74w_rocksim_5f9240af1bca58000417171c.json,RockSim,AeroTech,AeroTech,G74W,G74,5f4294d20002310000000400,5f9240af1bca58000417171c,SU,G,29,93,1.1,74,95,82.75,30,1.192,71.54911451342281,91.215,85.28654449999999,PD,user,/simfiles/5f9240af1bca58000417171c/,/simfiles/5f9240af1bca58000417171c/download/data.rse
aerotech_g75j_rasp_5f4294d20002e90000000005.csv,aerotech_g75j_rasp_5f4294d20002e90000000005.json,RASP,AeroTech,AeroTech,G75J,G75,5f4294d20002310000000064,5f4294d20002e90000000005,reload,G,29,194,2.43,75,70.3,135.6,26,2.396,60.45953213689483,78.854,144.861039,PD,cert,/simfiles/5f4294d20002e90000000005/,/simfiles/5f4294d20002e90000000005/download/data.eng
aerotech_g75m_rasp_5f4294d20002e900000008be.csv,aerotech_g75m_rasp_5f4294d20002e900000008be.json,RASP,AeroTech,AeroTech,G75M,G75,5f4294d2000231000000046e,5f4294d20002e900000008be,SU,G,29,157,1.31,87.54,110.72,115.15,20,1.377,83.40138707334786,103.37,114.84371,PD,cert,/simfiles/5f4294d20002e900000008be/,/simfiles/5f4294d20002e900000008be/download/data.eng
aerotech_g75m_rocksim_5f9240ca1bca58000417171e.csv,aerotech_g75m_rocksim_5f9240ca1bca58000417171e.json,RockSim,AeroTech,AeroTech,G75M,G75,5f4294d2000231000000046e,5f9240ca1bca58000417171e,SU,G,29,157,1.31,87.54,110.72,115.15,21,1.398,82.15691344778256,103.37,114.855365,PD,user,/simfiles/5f9240ca1bca58000417171e/,/simfiles/5f9240ca1bca58000417171e/download/data.rse
aerotech_g77r_l_rocksim_5f9240eb1bca580004171720.csv,aerotech_g77r_l_rocksim_5f9240eb1bca580004171720.json,RockSim,AeroTech,AeroTech,G77R/L,G77,5f4294d20002310000000246,5f9240eb1bca580004171720,SU,G,29,124,1.28,80.12,100.5,102.86,31,1.277,79.63756421299922,99.309,101.6971695,PD,user,/simfiles/5f9240eb1bca580004171720/,/simfiles/5f9240eb1bca580004171720/download/data.rse
aerotech_g78g_l_rasp_682f41400b264d0002aaad78.csv,aerotech_g78g_l_rasp_682f41400b264d0002aaad78.json,RASP,AeroTech,AeroTech,G78G/L,G78,5f4294d20002310000000230,682f41400b264d0002aaad78,SU,G,29,124,1.38,79.9,101.9,109.94,31,1.468,74.78109741144414,102.242,109.778651,PD,user,/simfiles/682f41400b264d0002aaad78/,/simfiles/682f41400b264d0002aaad78/download/data.eng
aerotech_g78g_l_rocksim_5f92410b1bca580004171722.csv,aerotech_g78g_l_rocksim_5f92410b1bca580004171722.json,RockSim,AeroTech,AeroTech,G78G/L,G78,5f4294d20002310000000230,5f92410b1bca580004171722,SU,G,29,124,1.38,79.9,101.9,109.94,32,1.8079,73.70070684772388,102.2,133.24350791,PD,user,/simfiles/5f92410b1bca580004171722/,/simfiles/5f92410b1bca580004171722/download/data.rse
aerotech_g80t_rocksim_5f9241441bca580004171726.csv,aerotech_g80t_rocksim_5f9241441bca580004171726.json,RockSim,AeroTech,AeroTech,G80T,G80,5f4294d20002310000000068,5f9241441bca580004171726,SU,G,29,124,1.7,77.6,108.5,136.6,35,1.701,79.73451704879481,106.954,135.6284135,PD,user,/simfiles/5f9241441bca580004171726/,/simfiles/5f9241441bca580004171726/download/data.rse
aerotech_g8st_rasp_5f4294d20002e900000008a2.csv,aerotech_g8st_rasp_5f4294d20002e900000008a2.json,RASP,AeroTech,AeroTech,G8ST,G8,5f4294d20002310000000462,5f4294d20002e900000008a2,SU,G,29,156,19.81,6.56,7.85,129.99,25,17.230999999999998,8.013665515640417,10.397,138.0834705,PD,cert,/simfiles/5f4294d20002e900000008a2/,/simfiles/5f4294d20002e900000008a2/download/data.eng
aerotech_g8st_rasp_60159fcfb94d0e00040a8435.csv,aerotech_g8st_rasp_60159fcfb94d0e00040a8435.json,RASP,AeroTech,AeroTech,G8ST,G8,5f4294d20002310000000462,60159fcfb94d0e00040a8435,SU,G,29,156,19.81,6.56,7.85,129.99,21,19.939999999999998,6.512709240220663,7.423,129.86342225,PD,cert,/simfiles/60159fcfb94d0e00040a8435/,/simfiles/60159fcfb94d0e00040a8435/download/data.eng
aerotech_g8st_rocksim_5f4294d20002e900000008a3.csv,aerotech_g8st_rocksim_5f4294d20002e900000008a3.json,RockSim,AeroTech,AeroTech,G8ST,G8,5f4294d20002310000000462,5f4294d20002e900000008a3,SU,G,29,156,19.81,6.56,7.85,129.99,26,17.269,8.001665962128671,10.397,138.1807695,PD,cert,/simfiles/5f4294d20002e900000008a3/,/simfiles/5f4294d20002e900000008a3/download/data.rse
aerotech_h100w_dms_rocksim_5f9242581bca58000417172e.csv,aerotech_h100w_dms_rocksim_5f9242581bca58000417172e.json,RockSim,AeroTech,AeroTech,H100W_DMS,H100,5f4294d20002310000000440,5f9242581bca58000417172e,SU,H,38,153.10000000000002,2.32,97.7,137.75,226.8,28,2.398,95.24809320266888,130.245,228.40492749999999,PD,user,/simfiles/5f9242581bca58000417172e/,/simfiles/5f9242581bca58000417172e/download/data.rse
aerotech_h112j_rasp_5f4294d20002e90000000007.csv,aerotech_h112j_rasp_5f4294d20002e90000000007.json,RASP,AeroTech,AeroTech,H112J,H112,5f4294d2000231000000007e,5f4294d20002e90000000007,reload,H,38,191,2.92,112,121.7,261.1,26,3.259,79.15354387849032,104.922,257.96139949999997,PD,cert,/simfiles/5f4294d20002e90000000007/,/simfiles/5f4294d20002e90000000007/download/data.eng
aerotech_h123w_rasp_5f4294d20002e90000000009.csv,aerotech_h123w_rasp_5f4294d20002e90000000009.json,RASP,AeroTech,AeroTech,H123W,H123,5f4294d20002310000000080,5f4294d20002e90000000009,reload,H,38,152,1.76,123,174.2,223.6,26,2.4,97.04195666666668,152.496,232.900696,PD,cert,/simfiles/5f4294d20002e90000000009/,/simfiles/5f4294d20002e90000000009/download/data.eng
aerotech_h125w_rasp_5f4294d20002e9000000000b.csv,aerotech_h125w_rasp_5f4294d20002e9000000000b.json,RASP,AeroTech,AeroTech,H125W,H125,5f4294d20002310000000082,5f4294d20002e9000000000b,SU,H,29,330,2.6,125,307,299.4,26,2.719,113.81554799558661,275.994,309.464475,PD,cert,/simfiles/5f4294d20002e9000000000b/,/simfiles/5f4294d20002e9000000000b/download/data.eng
aerotech_h128w_rasp_5f4294d20002e9000000000d.csv,aerotech_h128w_rasp_5f4294d20002e9000000000d.json,RASP,AeroTech,AeroTech,H128W,H128,5f4294d20002310000000083,5f4294d20002e9000000000d,reload,H,29,194,1.27,128,168.7,172.9,26,1.269,139.1194984239559,190.483,176.5426435,PD,cert,/simfiles/5f4294d20002e9000000000d/,/simfiles/5f4294d20002e9000000000d/download/data.eng
aerotech_h130w_rasp_5f4294d20002e90000000856.csv,aerotech_h130w_rasp_5f4294d20002e90000000856.json,RASP,AeroTech,AeroTech,H130W,H130,5f4294d20002310000000442,5f4294d20002e90000000856,reload,H,38,152,1.65,130,260,210,22,1.622,129.29768927250308,260.237,209.720852,PD,mfr,/simfiles/5f4294d20002e90000000856/,/simfiles/5f4294d20002e90000000856/download/data.eng
aerotech_h130w_rocksim_5f4294d20002e9000000087f.csv,aerotech_h130w_rocksim_5f4294d20002e9000000087f.json,RockSim,AeroTech,AeroTech,H130W,H130,5f4294d20002310000000442,5f4294d20002e9000000087f,reload,H,38,152,1.65,130,260,210,23,1.633,128.73292927127986,260.237,210.2208735,PD,cert,/simfiles/5f4294d20002e9000000087f/,/simfiles/5f4294d20002e9000000087f/download/data.rse
aerotech_h13st_rasp_5f5e5b3b1e865c0004c95621.csv,aerotech_h13st_rasp_5f5e5b3b1e865c0004c95621.json,RASP,AeroTech,AeroTech,H13ST,H13,5f5e58171e865c0004c955f8,5f5e5b3b1e865c0004c95621,SU,H,29,213.4,15.22,13.89,43.51,211.19,23,15.427,13.932361930381798,44.529,214.9345475,PD,cert,/simfiles/5f5e5b3b1e865c0004c95621/,/simfiles/5f5e5b3b1e865c0004c95621/download/data.eng
aerotech_h13st_rocksim_5f9241741bca58000417172b.csv,aerotech_h13st_rocksim_5f9241741bca58000417172b.json,RockSim,AeroTech,AeroTech,H13ST,H13,5f5e58171e865c0004c955f8,5f9241741bca58000417172b,SU,H,29,213.4,15.22,13.89,43.51,211.19,24,15.432,13.927865150336961,44.529,214.934815,PD,user,/simfiles/5f9241741bca58000417172b/,/simfiles/5f9241741bca58000417172b/download/data.rse
aerotech_h148r_rasp_5f4294d20002e9000000000f.csv,aerotech_h148r_rasp_5f4294d20002e9000000000f.json,RASP,AeroTech,AeroTech,H148R,H148,5f4294d20002310000000087,5f4294d20002e9000000000f,reload,H,38,152,1.39189189189189,148,,206,26,1.508,142.0073693633952,192.497,214.147113,PD,cert,/simfiles/5f4294d20002e9000000000f/,/simfiles/5f4294d20002e9000000000f/download/data.eng
aerotech_h14st_rasp_645a18264d01ef0002706951.csv,aerotech_h14st_rasp_645a18264d01ef0002706951.json,RASP,AeroTech,AeroTech,H14ST,H14,6457b5ce8cd35f00024615fc,645a18264d01ef0002706951,SU,H,29,240,18.26,13.21,42.13,240.12,18,17.915,13.497412726765281,40.246,241.806149,PD,user,/simfiles/645a18264d01ef0002706951/,/simfiles/645a18264d01ef0002706951/download/data.eng
aerotech_h165r_rasp_5f4294d20002e90000000011.csv,aerotech_h165r_rasp_5f4294d20002e90000000011.json,RASP,AeroTech,AeroTech,H165R,H165,5f4294d2000231000000008a,5f4294d20002e90000000011,reload,H,29,194,1,165,,165,26,1.058,151.72787948960303,190.488,160.5280965,PD,cert,/simfiles/5f4294d20002e90000000011/,/simfiles/5f4294d20002e90000000011/download/data.eng
aerotech_h169ws_13_rasp_5f4294d20002e900000008b4.csv,aerotech_h169ws_13_rasp_5f4294d20002e900000008b4.json,RASP,AeroTech,AeroTech,H169WS-13,H169,5f4294d20002310000000468,5f4294d20002e900000008b4,SU,H,29,220.70000000000002,1.38,168.8,231.41,232.95,16,1.5090000000000001,155.4123601894146,233.462276081466,234.51725152582668,PD,cert,/simfiles/5f4294d20002e900000008b4/,/simfiles/5f4294d20002e900000008b4/download/data.eng
aerotech_h169ws_13_rocksim_5f9242771bca580004171730.csv,aerotech_h169ws_13_rocksim_5f9242771bca580004171730.json,RockSim,AeroTech,AeroTech,H169WS-13,H169,5f4294d20002310000000468,5f9242771bca580004171730,SU,H,29,220.70000000000002,1.38,168.8,231.41,232.95,17,1.53,153.30616694117649,233.462,234.55843542000002,PD,user,/simfiles/5f9242771bca580004171730/,/simfiles/5f9242771bca580004171730/download/data.rse
aerotech_h170m_rocksim_5f4294d20002e90000000719.csv,aerotech_h170m_rocksim_5f4294d20002e90000000719.json,RockSim,AeroTech,AeroTech,H170M,H170,5f4294d20002310000000387,5f4294d20002e90000000719,reload,H,38,191,1.91,166.8,208,319.9,33,2.138,148.7370500467727,205.821,317.999813,PD,mfr,/simfiles/5f4294d20002e90000000719/,/simfiles/5f4294d20002e90000000719/download/data.rse
aerotech_h178dm_rocksim_5f92429c1bca580004171732.csv,aerotech_h178dm_rocksim_5f92429c1bca580004171732.json,RockSim,AeroTech,AeroTech,H178DM,H178,5f4294d200023100000003c5,5f92429c1bca580004171732,reload,H,38,191,1.74,162,202,283,34,1.735,164.64656426512968,215.719,285.661789,PD,user,/simfiles/5f92429c1bca580004171732/,/simfiles/5f92429c1bca580004171732/download/data.rse
aerotech_h180w_rasp_5f4294d20002e90000000013.csv,aerotech_h180w_rasp_5f4294d20002e90000000013.json,RASP,AeroTech,AeroTech,H180W,H180,5f4294d2000231000000008b,5f4294d20002e90000000013,reload,H,29,238,1.3,180,228.5,217.7,26,1.289,179.9021951124903,243.126,231.89392949999998,PD,cert,/simfiles/5f4294d20002e90000000013/,/simfiles/5f4294d20002e90000000013/download/data.eng
aerotech_h210r_rasp_5f4294d20002e90000000015.csv,aerotech_h210r_rasp_5f4294d20002e90000000015.json,RASP,AeroTech,AeroTech,H210R,H210,5f4294d2000231000000008c,5f4294d20002e90000000015,reload,H,29,238,1,215.41,275.73,215.41,26,1.008,207.96653918650793,260.221,209.6302715,PD,cert,/simfiles/5f4294d20002e90000000015/,/simfiles/5f4294d20002e90000000015/download/data.eng
