time_s,thrust_n
0,0
0.005,361.55
0.008,501.742
0.026,606.518
0.096,491.412
0.214,453.044
0.485,439.762
0.772,435.335
0.826,426.481
0.891,423.53
1.048,383.685
1.389,311.375
1.425,308.424
1.459,309.9
1.554,182.988
1.611,103.3
1.699,57.553
1.841,11.806
1.898,8.854
2.19,0
