time_s,thrust_n
0.038,706.781
0.115,669.055
0.192,602.539
0.27,565.084
0.348,539.143
0.425,514.91
0.503,483.098
0.581,449.128
0.658,437.256
0.736,424.199
0.815,414.461
0.892,402.956
0.97,393.604
1.048,377.837
1.125,359.785
1.203,341.916
1.281,324.721
1.358,305.935
1.436,264.279
1.515,175.471
1.592,110.912
1.67,77.1
1.748,55.472
1.825,39.99
1.903,26.276
1.981,0
