time_s,thrust_n
0,0
0.027,1813.54
0.04,2084.32
0.067,2344.42
0.097,2276.72
0.132,2262.47
0.172,2269.6
0.218,2319.48
0.323,2415.68
0.447,2490.5
0.541,2522.57
0.676,2547.51
0.816,2554.63
1.026,2522.57
1.23,2519
1.459,2461.99
1.669,2369.36
1.987,2241.09
2.21,2134.2
2.539,2002.38
2.63,1991.69
2.7,1941.81
2.746,1842.04
2.784,1692.4
2.811,1542.76
2.843,1339.67
2.999,883.61
3.083,520.19
3.177,277.91
3.271,128.266
3.365,53.444
3.443,24.941
3.5,0
