time_s,thrust_n
0,0
0.014,12.1761
0.034,263.205
0.062,1218.88
0.111,1228.86
0.2,1287.57
0.409,1300.22
0.505,1234.35
0.548,1082.7
0.587,395.753
0.62,445.028
0.85,476.417
1.23,447.072
1.725,437.524
2.22,428.648
2.714,414.93
3.208,401.805
3.664,395.35
3.941,399.6
4.12,294.943
4.5,164.816
4.881,101.877
5.147,62.2312
5.329,28.8252
5.4,0
